Course Code,Lecture Hall,Position,No. of seats
MEC206,NLHC LC-II-C8,Left,24
MEC206,NLHC LC-II-C9,Left,16
MEC207,NLHC LC-II-G16,Right,23
MEC207,NLHC LC-II-C1,Left,1
MEC207,NLHC LC-II-C2,Left,24
MEC207,NLHC LC-II-C3,Left,24
MEC207,NLHC LC-II-C4,Left,24
MEC207,NLHC LC-II-C5,Left,14
MEC208,NLHC LC-II-C12,Right,24
MEC208,NLHC LC-II-C13,Right,24
MEC208,NLHC LC-II-C14,Right,24
MEC208,LC-I-C1,Left,8
MEC208,LC-I-C1,Single,2
MEC208,LC-I-C2,Left,26
MEC209,NLHC LC-II-C3,Right,24
MEC209,NLHC LC-II-C4,Left,5
MEC209,NLHC LC-II-C5,Left,24
MEC209,NLHC LC-II-C6,Left,24
MEC209,NLHC LC-II-C7,Left,24
MEC209,NLHC LC-II-C8,Left,7
MEC210,NLHC LC-II-C2,Right,24
MEC210,NLHC LC-II-C3,Right,24
MEC210,NLHC LC-II-C4,Left,9
MEC210,NLHC LC-II-C5,Left,24
MEC210,NLHC LC-II-C6,Left,24
MEC210,NLHC LC-II-C7,Left,2
MEC211,NLHC LC-II-C13,Right,24
MEC211,NLHC LC-II-C14,Right,24
MEC211,LC-I-C1,Left,4
MEC211,LC-I-C1,Single,2
MEC211,LC-I-C2,Left,48
MEC211,LC-I-C2,Single,2
MEC211,LC-I-C3,Left,4
MEC306,NLHC LC-II-G1,Left,48
MEC306,NLHC LC-II-G1,Single,4
MEC306,NLHC LC-II-G2,Left,48
MEC306,NLHC LC-II-G2,Single,4
MEC306,NLHC LC-II-G3,Left,15
MEC307,NLHC LC-II-C1,Right,24
MEC307,NLHC LC-II-C2,Right,24
MEC307,NLHC LC-II-C3,Left,11
MEC307,NLHC LC-II-C4,Left,24
MEC307,NLHC LC-II-C5,Left,24
MEC307,NLHC LC-II-C6,Left,11
MEC308,NLHC LC-II-G12,Right,48
MEC308,NLHC LC-II-G13,Right,48
MEC308,NLHC LC-II-G14,Right,21
MEC309,NLHC LC-II-G11,Right,9
MEC309,NLHC LC-II-G12,Left,17
MEC309,NLHC LC-II-G12,Single,4
MEC309,NLHC LC-II-G13,Left,48
MEC309,NLHC LC-II-G13,Single,4
MEC309,NLHC LC-II-G14,Left,35
MEC402,NLHC LC-II-C9,Right,24
MEC402,NLHC LC-II-C10,Right,24
MEC402,NLHC LC-II-C11,Right,24
MEC402,NLHC LC-II-C12,Right,24
MEC402,NLHC LC-II-C13,Right,24
MEC402,NLHC LC-II-C14,Right,1
MEC503,NLHC LC-II-G5,Right,12
MEC516,NLHC LC-II-C9,Right,3
MEC519,LC-I-C2,Left,6
MEC519,LC-I-C2,Single,2
MEC519,LC-I-C3,Left,26
MEC520,NLHC LC-II-C14,Left,6
MEC520,LC-I-C1,Left,27
MEC521,NLHC LC-II-C5,Right,24
MEC521,NLHC LC-II-C6,Right,14
MEC522,NLHC LC-II-C7,Right,24
MEC522,NLHC LC-II-C8,Left,21
MEC522,NLHC LC-II-C9,Left,2
MEC523,NLHC LC-II-C13,Right,23
MEC523,NLHC LC-II-C14,Left,17
MEC524,NLHC LC-II-C6,Right,10
MEC524,NLHC LC-II-C7,Right,24
MEC524,NLHC LC-II-C8,Left,4
MEC524,NLHC LC-II-C9,Left,2
MEC525,NLHC LC-II-C3,Right,24
MEC525,NLHC LC-II-C4,Left,7
MEC525,NLHC LC-II-C5,Left,21
MEC526,LC-I-C2,Right,39
MEC527,NLHC LC-II-C13,Right,5
MEC527,NLHC LC-II-C14,Left,13
MEC527,LC-I-C1,Left,20
MEC528,NLHC LC-II-G8,Right,38
MEC529,Mech Dept Gallery 02,Right,2
MEC529,Mech Dept ED Hall Ext,Single,36
MEC530,NLHC LC-II-G8,Left,9
MEC530,NLHC LC-II-G8,Single,4
MEC530,NLHC LC-II-G9,Left,19
MEC531,Mech Dept Gallery 02,Right,32
MEC532,NLHC LC-II-G2,Right,32
MEC533,Mech Dept ED Hall Ext,Single,31
MEC534,Mech Dept Gallery 01,Right,17
MEC534,Mech Dept Gallery 02,Right,14
MEC535,Mech Dept ED Hall Ext,Single,31
MEC536,NLHC LC-II-C4,Right,6
MEC536,NLHC LC-II-C5,Left,10
MEC536,NLHC LC-II-C6,Left,24
MEC536,NLHC LC-II-C7,Left,3
MEC592,LC-I-C4,Right,12
MEC595,NLHC LC-II-G12,Right,32
MEC595,NLHC LC-II-G13,Right,48
MEC595,NLHC LC-II-G14,Left,13
MEC595,NLHC LC-II-G14,Single,4
MEC595,NLHC LC-II-G15,Left,4
MEC596,NLHC LC-II-G10,Right,40
MEC598,NLHC LC-II-G16,Right,14
MEC598,NLHC LC-II-C1,Right,24
MEC598,NLHC LC-II-C2,Right,24
MEC598,NLHC LC-II-C3,Right,12
MEC599,LC-I-C2,Right,1
MEC599,LC-I-C3,Right,48
MEC599,LC-I-C4,Right,48
MEC599,LC-I-C5,Left,19
MEC599,LC-I-C5,Single,2
MEC599,PET1,Left,48
MEC599,PET1,Single,3
MEC599,PET2,Left,19
MED502,NLHC LC-II-C8,Right,6
MED502,NLHC LC-II-C9,Right,1
MED505,NLHC LC-II-C14,Right,14
MED506,LC-I-C5,Left,15
MED509,LC-I-C3,Left,11
MED513,NLHC LC-II-C13,Right,17
MED513,NLHC LC-II-C14,Left,11
MED513,LC-I-C1,Left,9
MED517,NLHC LC-II-G2,Left,22
MED519,NLHC LC-II-C14,Right,6
MED519,LC-I-C1,Left,6
MED521,NLHC LC-II-C9,Right,24
MED521,NLHC LC-II-C10,Right,24
MED521,NLHC LC-II-C11,Left,16
MED521,NLHC LC-II-C12,Left,13
MED524,PET2,Right,12
MED529,NLHC LC-II-G1,Left,15
MED529,NLHC LC-II-G1,Single,4
MED529,NLHC LC-II-G2,Left,48
MED529,NLHC LC-II-G2,Single,4
MED529,NLHC LC-II-G3,Left,15
MED531,NLHC LC-II-C11,Right,6
MED531,NLHC LC-II-C12,Left,19
MED531,NLHC LC-II-C13,Left,24
MED531,NLHC LC-II-C14,Left,24
MED531,LC-I-C1,Left,29
MED539,LC-I-C3,Left,4
MED539,LC-I-C3,Single,2
MED539,LC-I-C4,Left,7
MED541,NLHC LC-II-G2,Left,6
MED541,NLHC LC-II-G2,Single,4
MED541,NLHC LC-II-G3,Left,14
MEE102,NLHC LC-II-G10,Right,14
MEE102,NLHC LC-II-G11,Right,48
MEE102,NLHC LC-II-G12,Left,12
MEE102,NLHC LC-II-G12,Single,4
MEE102,NLHC LC-II-G13,Left,14
MEE202,NLHC LC-II-C4,Right,3
MEE202,NLHC LC-II-C5,Left,11
MEO301,NLHC LC-II-G6,Right,48
MEO301,NLHC LC-II-G7,Right,34
MEO402,NLHC LC-II-G4,Right,48
MEO402,NLHC LC-II-G5,Right,27
MEO522,NLHC LC-II-C1,Right,9
MEO580,NLHC LC-II-G14,Right,12
MEO586,NLHC LC-II-G8,Left,14
MES101,NLHC LC-II-G1,Right,48
MES101,NLHC LC-II-G2,Right,48
MES101,NLHC LC-II-G3,Right,48
MES101,NLHC LC-II-G4,Right,48
MES101,NLHC LC-II-G5,Right,48
MES101,NLHC LC-II-G6,Right,48
MES101,NLHC LC-II-G7,Right,48
MES101,NLHC LC-II-G8,Right,48
MES101,NLHC LC-II-G9,Right,48
MES101,NLHC LC-II-G10,Right,48
MES101,NLHC LC-II-G11,Left,12
MMC206,NLHC LC-II-G13,Right,11
MMC206,NLHC LC-II-G14,Right,34
MMC207,Mech Dept Gallery 02,Left,18
MMC207,Mech Dept ED Hall Ext,Single,26
MMC208,NLHC LC-II-C10,Right,17
MMC208,NLHC LC-II-C11,Left,3
MMC208,NLHC LC-II-C12,Left,23
MMC209,NLHC LC-II-C5,Right,24
MMC209,NLHC LC-II-C6,Left,1
MMC209,NLHC LC-II-C7,Left,19
MMC210,NLHC LC-II-C2,Right,24
MMC210,NLHC LC-II-C3,Left,7
MMC210,NLHC LC-II-C4,Left,12
MMC211,NLHC LC-II-G10,Right,13
MMC211,NLHC LC-II-G11,Left,30
MMC305,NLHC LC-II-C5,Right,23
MMC305,NLHC LC-II-C6,Left,13
MMC305,NLHC LC-II-C7,Left,8
MMC306,NLHC LC-II-G15,Right,41
MMC307,NLHC LC-II-G3,Right,44
MMC308,NLHC LC-II-G15,Right,43
MMC402,Mech Dept ED Hall Ext,Single,44
MMC591,Mech Dept Gallery 02,Right,1
MMC598,LC-I-C3,Right,1
MMD505,PET1,Right,48
MMD505,PET2,Left,6
MMD505,PET2,Single,3
MMD505,PET3,Left,18
MMD508,NLHC LC-II-G1,Right,27
MME201,NLHC LC-II-G1,Left,48
MME201,NLHC LC-II-G1,Single,4
MME201,NLHC LC-II-G2,Left,34
MNC103,PET3,Right,48
MNC103,Mech Dept Gallery 01,Right,48
MNC103,Mech Dept Gallery 02,Right,6
MNC104,NLHC LC-II-G6,Right,48
MNC104,NLHC LC-II-G7,Right,48
MNC104,NLHC LC-II-G8,Right,6
MNC205,NLHC LC-II-G13,Right,22
MNC205,NLHC LC-II-G13,Single,1
MNC205,NLHC LC-II-G14,Left,48
MNC205,NLHC LC-II-G14,Single,4
MNC205,NLHC LC-II-G15,Left,21
MNC206,LC-I-C1,Right,48
MNC206,LC-I-C2,Right,48
MNC207,NLHC LC-II-C4,Right,24
MNC207,NLHC LC-II-C5,Right,24
MNC207,NLHC LC-II-C6,Right,24
MNC207,NLHC LC-II-C7,Right,24
MNC208,NLHC LC-II-C2,Right,8
MNC208,NLHC LC-II-C3,Right,24
MNC208,NLHC LC-II-C4,Left,2
MNC208,NLHC LC-II-C5,Left,24
MNC208,NLHC LC-II-C6,Left,24
MNC208,NLHC LC-II-C7,Left,15
MNC209,NLHC LC-II-C7,Right,24
MNC209,NLHC LC-II-C8,Right,24
MNC209,NLHC LC-II-C9,Left,8
MNC209,NLHC LC-II-C10,Left,24
MNC209,NLHC LC-II-C11,Left,15
MNC210,NLHC LC-II-C4,Right,24
MNC210,NLHC LC-II-C5,Right,24
MNC210,NLHC LC-II-C6,Right,24
MNC210,NLHC LC-II-C7,Left,22
MNC210,NLHC LC-II-C8,Left,1
MNC304,NLHC LC-II-G1,Left,48
MNC304,NLHC LC-II-G1,Single,4
MNC304,NLHC LC-II-G2,Left,48
MNC304,NLHC LC-II-G2,Single,4
MNC305,LC-I-C5,Left,13
MNC305,LC-I-C5,Single,2
MNC305,PET1,Left,48
MNC305,PET1,Single,3
MNC305,PET2,Left,28
MNC306,NLHC LC-II-G4,Left,11
MNC306,NLHC LC-II-G4,Single,4
MNC306,NLHC LC-II-G5,Left,48
MNC306,NLHC LC-II-G5,Single,4
MNC306,NLHC LC-II-G6,Left,35
MNC307,NLHC LC-II-G6,Right,48
MNC307,NLHC LC-II-G7,Left,41
MNC307,NLHC LC-II-G7,Single,4
MNC307,NLHC LC-II-G8,Left,7
MNC402,NLHC LC-II-C14,Right,23
MNC402,LC-I-C1,Left,23
MNC402,LC-I-C1,Single,2
MNC402,LC-I-C2,Left,48
MNC402,LC-I-C2,Single,2
MNC402,LC-I-C3,Left,5
MNC503,NLHC LC-II-G8,Right,4
MNC515,NLHC LC-II-G2,Right,16
MNC515,NLHC LC-II-G3,Right,36
MNC516,NLHC LC-II-G2,Right,48
MNC516,NLHC LC-II-G3,Left,5
MNC517,NLHC LC-II-C10,Right,10
MNC517,NLHC LC-II-C11,Left,24
MNC517,NLHC LC-II-C12,Left,24
MNC517,NLHC LC-II-C13,Left,3
MNC518,NLHC LC-II-G8,Right,10
MNC518,NLHC LC-II-G9,Left,29
MNC518,NLHC LC-II-G9,Single,4
MNC518,NLHC LC-II-G10,Left,10
MNC519,LC-I-C2,Right,39
MNC520,NLHC LC-II-G5,Right,48
MNC520,NLHC LC-II-G5,Single,4
MNC520,NLHC LC-II-G6,Left,1
MNC521,NLHC LC-II-G7,Right,16
MNC522,LC-I-C4,Right,18
MNC523,LC-I-C3,Right,3
MNC523,LC-I-C4,Right,12
MNC524,NLHC LC-II-G4,Left,14
MNC525,NLHC LC-II-C3,Left,5
MNC525,NLHC LC-II-C4,Left,17
MNC526,LC-I-C3,Right,17
MNC527,Mech Dept ED Hall Ext,Single,19
MNC528,NLHC LC-II-G3,Left,16
MNC529,Mech Dept ED Hall Ext,Single,16
MNC530,NLHC LC-II-G3,Right,12
MNC530,NLHC LC-II-G4,Right,4
MNC531,LC-I-C4,Right,1
MNC535,LC-I-C3,Right,6
MNC535,LC-I-C4,Left,3
MNC538,NLHC LC-II-G15,Left,8
MNC538,NLHC LC-II-G15,Single,4
MNC538,NLHC LC-II-G16,Left,11
MNC540,LC-I-C3,Right,8
MNC595,LC-I-C1,Right,48
MNC595,LC-I-C2,Left,21
MNC596,NLHC LC-II-G13,Right,14
MNC596,NLHC LC-II-G14,Left,20
MNC598,NLHC LC-II-G13,Right,1
MNC598,NLHC LC-II-G14,Right,17
MNC599,NLHC LC-II-G14,Right,48
MNC599,NLHC LC-II-G15,Left,20
MNC599,NLHC LC-II-G15,Single,4
MNC599,NLHC LC-II-G16,Left,38
MNC700,LC-I-C4,Left,6
MND407,NLHC LC-II-G1,Left,48
MND407,NLHC LC-II-G1,Single,4
MND407,NLHC LC-II-G2,Left,48
MND407,NLHC LC-II-G2,Single,4
MND407,NLHC LC-II-G3,Left,37
MND408,NLHC LC-II-G1,Left,48
MND408,NLHC LC-II-G1,Single,4
MND408,NLHC LC-II-G2,Left,48
MND408,NLHC LC-II-G2,Single,4
MND408,NLHC LC-II-G3,Left,38
MND409,NLHC LC-II-G1,Right,48
MND409,NLHC LC-II-G2,Left,26
MND409,NLHC LC-II-G2,Single,4
MND409,NLHC LC-II-G3,Left,25
MND411,NLHC LC-II-G1,Right,48
MND411,NLHC LC-II-G2,Right,48
MND411,NLHC LC-II-G3,Left,7
MND412,NLHC LC-II-G7,Right,48
MND412,NLHC LC-II-G8,Right,48
MND412,NLHC LC-II-G9,Left,9
MND412,NLHC LC-II-G9,Single,4
MND501,NLHC LC-II-C9,Right,4
MND504,NLHC LC-II-G15,Right,2
MND505,LC-I-C3,Right,20
MND505,LC-I-C3,Single,1
MND505,LC-I-C4,Left,7
MND508,NLHC LC-II-C2,Right,24
MND508,NLHC LC-II-C3,Left,15
MND509,NLHC LC-II-C4,Right,13
MND510,NLHC LC-II-G14,Right,19
MND547,NLHC LC-II-G14,Right,1
MNE102,NLHC LC-II-C1,Right,24
MNE102,NLHC LC-II-C2,Right,11
MNE203,LC-I-C2,Right,9
MNE203,LC-I-C3,Left,21
MNE204,NLHC LC-II-C4,Right,11
MNO302,NLHC LC-II-G5,Right,48
MNO302,NLHC LC-II-G6,Left,17
MNO302,NLHC LC-II-G6,Single,4
MNO302,NLHC LC-II-G7,Left,48
MNO302,NLHC LC-II-G7,Single,4
MNO302,NLHC LC-II-G8,Left,5
MNO304,NLHC LC-II-G5,Right,21
MNO304,NLHC LC-II-G6,Right,48
MNO304,NLHC LC-II-G7,Left,19
MNO304,NLHC LC-II-G7,Single,4
MNO304,NLHC LC-II-G8,Left,48
MNO304,NLHC LC-II-G8,Single,2
MNO401,NLHC LC-II-G1,Left,48
MNO401,NLHC LC-II-G1,Single,4
MNO401,NLHC LC-II-G2,Left,48
MNO401,NLHC LC-II-G2,Single,4
MNO401,NLHC LC-II-G3,Left,39
MSC502,NLHC LC-II-G1,Left,7
MSC507,LC-I-C4,Left,5
MSC507,LC-I-C4,Single,2
MSC507,LC-I-C5,Left,24
MSC508,LC-I-C3,Left,1
MSC508,LC-I-C3,Single,2
MSC508,LC-I-C4,Left,48
MSC508,LC-I-C4,Single,2
MSC508,LC-I-C5,Left,48
MSC508,LC-I-C5,Single,2
MSC508,PET1,Left,35
MSC509,NLHC LC-II-C8,Right,24
MSC509,NLHC LC-II-C9,Left,22
MSC509,NLHC LC-II-C10,Left,24
MSC509,NLHC LC-II-C11,Left,24
MSC509,NLHC LC-II-C12,Left,14
MSC510,NLHC LC-II-G8,Right,28
MSC511,NLHC LC-II-G14,Right,19
MSC512,NLHC LC-II-G15,Right,21
MSC512,NLHC LC-II-G16,Left,2
MSC513,NLHC LC-II-G11,Left,8
MSC517,NLHC LC-II-C14,Right,1
MSC517,LC-I-C1,Right,48
MSC517,LC-I-C2,Left,19
MSC517,LC-I-C2,Single,2
MSC517,LC-I-C3,Left,48
MSC517,LC-I-C3,Single,2
MSC517,LC-I-C4,Left,20
MSC518,NLHC LC-II-C4,Right,24
MSC518,NLHC LC-II-C5,Left,3
MSC518,NLHC LC-II-C6,Left,24
MSC518,NLHC LC-II-C7,Left,24
MSC518,NLHC LC-II-C8,Left,24
MSC518,NLHC LC-II-C9,Left,15
MSC519,LC-I-C5,Right,48
MSC519,PET1,Right,48
MSC519,PET2,Left,29
MSC519,PET2,Single,3
MSC519,PET3,Left,48
MSC519,PET3,Single,3
MSC519,Mech Dept Gallery 01,Left,13
MSC520,LC-I-C1,Right,48
MSC520,LC-I-C2,Right,48
MSC520,LC-I-C3,Left,7
MSC520,LC-I-C3,Single,1
MSC524,LC-I-C3,Right,28
MSC525,NLHC LC-II-C2,Right,24
MSC525,NLHC LC-II-C3,Right,4
MSC526,NLHC LC-II-C10,Right,7
MSC526,NLHC LC-II-C11,Right,24
MSC526,NLHC LC-II-C12,Left,10
MSC526,NLHC LC-II-C13,Left,15
MSC529,NLHC LC-II-G3,Left,13
MSC529,NLHC LC-II-G3,Single,4
MSC529,NLHC LC-II-G4,Left,2
MSC595,NLHC LC-II-G16,Right,2
MSC595,NLHC LC-II-C1,Right,24
MSC595,NLHC LC-II-C2,Left,2
MSC595,NLHC LC-II-C3,Left,24
MSC595,NLHC LC-II-C4,Left,24
MSC595,NLHC LC-II-C5,Left,19
MSC596,NLHC LC-II-G16,Right,46
MSC598,NLHC LC-II-C3,Right,12
MSC598,NLHC LC-II-C4,Right,11
MSC599,NLHC LC-II-C14,Right,10
MSC599,LC-I-C1,Left,21
MSC599,LC-I-C1,Single,2
MSC599,LC-I-C2,Left,48
MSC599,LC-I-C2,Single,2
MSC599,LC-I-C3,Left,41
MSD501,LC-I-C4,Right,6
MSD503,LC-I-C3,Right,28
MSD504,NLHC LC-II-C10,Left,6
MSD504,NLHC LC-II-C11,Left,21
MSD509,NLHC LC-II-C6,Right,24
MSD509,NLHC LC-II-C7,Left,5
MSD509,NLHC LC-II-C8,Left,3
MSD513,NLHC LC-II-G13,Right,4
MSD514,NLHC LC-II-C14,Right,6
MSD515,NLHC LC-II-C13,Right,24
MSD515,NLHC LC-II-C14,Left,13
MSD516,LC-I-C3,Right,31
MSD519,LC-I-C2,Right,35
MSD520,NLHC LC-II-G9,Right,2
MSD520,NLHC LC-II-G10,Right,35
MSD521,LC-I-C1,Right,30
MSD521,LC-I-C2,Left,11
MSD521,LC-I-C2,Single,2
MSD521,LC-I-C3,Left,5
MSD522,LC-I-C3,Right,1
MSD522,LC-I-C4,Left,23
MSD525,Mech Dept ED Hall Ext,Single,9
MSD528,NLHC LC-II-G13,Right,2
MSD529,NLHC LC-II-G6,Right,7
MSD530,LC-I-C3,Right,2
MSD531,Mech Dept ED Hall Ext,Single,1
MSD540,NLHC LC-II-G10,Right,8
MSD540,NLHC LC-II-G11,Right,45
MSD541,NLHC LC-II-C4,Right,13
MSD541,NLHC LC-II-C5,Left,20
MSI502,PET1,Right,17
MSO301,NLHC LC-II-G1,Right,48
MSO301,NLHC LC-II-G2,Right,48
MSO301,NLHC LC-II-G3,Left,11
MSO301,NLHC LC-II-G3,Single,4
MSO301,NLHC LC-II-G4,Left,30
MSO401,NLHC LC-II-G3,Right,48
MSO401,NLHC LC-II-G4,Left,16
MSO401,NLHC LC-II-G4,Single,4
MSO401,NLHC LC-II-G5,Left,48
MSO401,NLHC LC-II-G5,Single,4
MSO401,NLHC LC-II-G6,Left,23
MSO402,NLHC LC-II-G4,Left,5
MSO402,NLHC LC-II-G4,Single,4
MSO402,NLHC LC-II-G5,Left,48
MSO402,NLHC LC-II-G5,Single,4
MSO402,NLHC LC-II-G6,Left,48
MSO402,NLHC LC-II-G6,Single,4
MSO402,NLHC LC-II-G7,Left,29
MSO403,NLHC LC-II-G1,Right,48
MSO403,NLHC LC-II-G2,Right,48
MSO403,NLHC LC-II-G3,Left,9
MSO403,NLHC LC-II-G3,Single,4
MSO403,NLHC LC-II-G4,Left,33
MSO404,NLHC LC-II-G1,Right,48
MSO404,NLHC LC-II-G2,Right,48
MSO404,NLHC LC-II-G3,Left,22
MSO404,NLHC LC-II-G3,Single,4
MSO404,NLHC LC-II-G4,Left,19
PEC103,NLHC LC-II-G4,Right,7
PEC103,NLHC LC-II-G4,Single,4
PEC103,NLHC LC-II-G5,Left,48
PEC103,NLHC LC-II-G5,Single,4
PEC103,NLHC LC-II-G6,Left,25
PEC104,PET3,Right,11
PEC104,Mech Dept Gallery 01,Right,48
PEC104,Mech Dept Gallery 02,Right,29
PEC206,NLHC LC-II-G15,Left,20
PEC206,NLHC LC-II-G15,Single,4
PEC206,NLHC LC-II-G16,Left,48
PEC206,NLHC LC-II-G16,Single,4
PEC206,NLHC LC-II-C1,Left,23
PEC207,NLHC LC-II-C7,Right,24
PEC207,NLHC LC-II-C8,Right,24
PEC207,NLHC LC-II-C9,Right,24
PEC207,NLHC LC-II-C10,Right,24
PEC207,NLHC LC-II-C11,Right,3
PEC208,PET3,Right,45
PEC208,Mech Dept Gallery 01,Left,35
PEC208,Mech Dept Gallery 02,Left,17
PEC209,NLHC LC-II-G16,Right,6
PEC209,NLHC LC-II-C1,Right,24
PEC209,NLHC LC-II-C2,Right,24
PEC209,NLHC LC-II-C3,Left,24
PEC209,NLHC LC-II-C4,Left,19
PEC210,NLHC LC-II-G15,Right,48
PEC210,NLHC LC-II-G16,Left,20
PEC210,NLHC LC-II-G16,Single,4
PEC210,NLHC LC-II-C1,Left,24
PEC306,PET2,Right,9
PEC306,PET3,Right,48
PEC306,Mech Dept Gallery 01,Left,17
PEC306,Mech Dept Gallery 02,Left,25
PEC307,NLHC LC-II-G5,Right,48
PEC307,NLHC LC-II-G6,Left,40
PEC307,NLHC LC-II-G6,Single,4
PEC307,NLHC LC-II-G7,Left,7
PEC308,LC-I-C2,Right,38
PEC308,LC-I-C3,Left,20
PEC308,LC-I-C3,Single,2
PEC308,LC-I-C4,Left,39
PEC309,LC-I-C3,Right,40
PEC309,LC-I-C4,Right,48
PEC309,LC-I-C5,Left,11
PEC402,LC-I-C3,Right,6
PEC402,LC-I-C4,Left,24
PEC402,LC-I-C4,Single,2
PEC402,LC-I-C5,Left,48
PEC402,LC-I-C5,Single,1
PEC507,LC-I-C2,Right,47
PEC508,PET1,Right,27
PEC508,PET2,Left,19
PEC509,NLHC LC-II-C3,Right,20
PEC509,NLHC LC-II-C4,Right,24
PEC510,PET1,Right,43
PEC511,NLHC LC-II-G13,Right,43
PEC512,NLHC LC-II-G6,Right,8
PEC512,NLHC LC-II-G7,Left,31
PEC512,NLHC LC-II-G7,Single,4
PEC595,LC-I-C2,Right,9
PEC595,LC-I-C3,Left,21
PEC595,LC-I-C3,Single,2
PEC595,LC-I-C4,Left,11
PEC596,NLHC LC-II-G4,Left,8
PEC598,NLHC LC-II-G7,Right,28
PEC599,LC-I-C1,Left,9
PEC599,LC-I-C1,Single,2
PEC599,LC-I-C2,Left,37
PED404,PET2,Right,15
PED404,PET3,Left,10
PED405,NLHC LC-II-G4,Left,20
PED405,NLHC LC-II-G4,Single,4
PED405,NLHC LC-II-G5,Left,33
PED406,NLHC LC-II-G1,Right,19
PED502,NLHC LC-II-G3,Right,48
PED502,NLHC LC-II-G4,Left,15
PED504,NLHC LC-II-G16,Right,13
PED505,NLHC LC-II-G1,Right,30
PED506,NLHC LC-II-C10,Right,7
PED507,LC-I-C2,Right,23
PEE202,NLHC LC-II-G10,Left,15
PEE202,NLHC LC-II-G10,Single,4
PEE202,NLHC LC-II-G11,Left,18
PEO302,NLHC LC-II-G7,Right,48
PEO302,NLHC LC-II-G8,Right,35
PEO405,NLHC LC-II-G1,Right,48
PEO405,NLHC LC-II-G2,Right,48
PEO405,NLHC LC-II-G3,Left,10
PEO405,NLHC LC-II-G3,Single,4
PEO405,NLHC LC-II-G4,Left,32
PEO502,NLHC LC-II-G13,Right,37
PEO506,NLHC LC-II-G9,Right,45
PEO506,NLHC LC-II-G10,Left,3
PHC103,NLHC LC-II-G6,Right,27
PHC104,Mech Dept ED Hall Ext,Single,27
PHC205,NLHC LC-II-C14,Right,24
PHC205,LC-I-C1,Left,1
PHC206,NLHC LC-II-C1,Right,17
PHC206,NLHC LC-II-C2,Left,9
PHC207,NLHC LC-II-G13,Right,26
PHC208,NLHC LC-II-C1,Right,10
PHC208,NLHC LC-II-C2,Right,16
PHC209,Mech Dept Gallery 02,Right,25
PHC210,LC-I-C3,Left,16
PHC210,LC-I-C3,Single,2
PHC210,LC-I-C4,Left,7
PHC302,LC-I-C3,Right,10
PHC302,LC-I-C4,Right,20
PHC303,LC-I-C5,Right,10
PHC303,PET1,Right,19
PHC304,LC-I-C3,Right,10
PHC304,LC-I-C4,Left,9
PHC304,LC-I-C4,Single,2
PHC304,LC-I-C5,Left,9
PHC402,NLHC LC-II-G4,Left,9
PHC402,NLHC LC-II-G4,Single,4
PHC402,NLHC LC-II-G5,Left,11
PHC508,Mech Dept Gallery 01,Right,48
PHC508,Mech Dept Gallery 02,Left,6
PHC509,NLHC LC-II-C7,Right,11
PHC509,NLHC LC-II-C8,Left,8
PHC509,NLHC LC-II-C9,Left,24
PHC509,NLHC LC-II-C10,Left,13
PHC510,PET1,Right,48
PHC510,PET2,Right,39
PHC511,PET3,Right,48
PHC511,Mech Dept Gallery 01,Left,6
PHC512,NLHC LC-II-C11,Right,24
PHC512,NLHC LC-II-C12,Right,24
PHC512,NLHC LC-II-C13,Right,7
PHC513,NLHC LC-II-G15,Right,48
PHC513,NLHC LC-II-G16,Left,7
PHC598,Mech Dept ED Hall Ext,Single,44
PHC599,NLHC LC-II-C9,Right,20
PHC599,NLHC LC-II-C10,Right,24
PHC599,NLHC LC-II-C11,Left,12
PHC599,NLHC LC-II-C12,Left,24
PHC599,NLHC LC-II-C13,Left,24
PHC599,NLHC LC-II-C14,Left,13
PHD502,NLHC LC-II-C3,Right,13
PHD502,NLHC LC-II-C4,Right,21
PHD503,NLHC LC-II-G4,Right,24
PHD504,NLHC LC-II-C10,Right,11
PHD505,NLHC LC-II-C10,Right,7
PHD511,NLHC LC-II-G15,Right,10
PHD512,PET3,Right,8
PHD513,NLHC LC-II-G3,Right,4
PHD513,NLHC LC-II-G4,Left,33
PHD514,NLHC LC-II-C9,Right,21
PHD514,NLHC LC-II-C10,Left,4
PHD516,Mech Dept ED Hall Ext,Single,23
PHD517,NLHC LC-II-C8,Right,7
PHE202,NLHC LC-II-G15,Right,38
PHE202,NLHC LC-II-G16,Left,28
PHE202,NLHC LC-II-G16,Single,4
PHE202,NLHC LC-II-C1,Left,2
PHI101,NLHC LC-II-G9,Right,48
PHI101,NLHC LC-II-G10,Left,38
PHI101,NLHC LC-II-G10,Single,4
PHI101,NLHC LC-II-G11,Left,48
PHI101,NLHC LC-II-G11,Single,4
PHI101,NLHC LC-II-G12,Left,48
PHI101,NLHC LC-II-G12,Single,4
PHI101,NLHC LC-II-G13,Left,48
PHI101,NLHC LC-II-G13,Single,4
PHI101,NLHC LC-II-G14,Left,48
PHI101,NLHC LC-II-G14,Single,4
PHI101,NLHC LC-II-G15,Left,48
PHI101,NLHC LC-II-G15,Single,1
PHI102,NLHC LC-II-G6,Left,47
PHI102,NLHC LC-II-G6,Single,4
PHI102,NLHC LC-II-G7,Left,48
PHI102,NLHC LC-II-G7,Single,4
PHI102,NLHC LC-II-G8,Left,48
PHI102,NLHC LC-II-G8,Single,4
