Course Code,Lecture Hall,Position,No. of seats
EEC512,NLHC LC-II-C13,Right,1
EEC513,NLHC LC-II-G11,Right,15
EEC517,NLHC LC-II-G13,Left,14
EEC518,PET1,Right,29
EEC519,Mech Dept ED Hall Ext,Single,29
EEC595,Mech Dept ED Hall Ext,Single,29
EEC596,PET1,Right,14
EEC596,PET2,Left,11
EEC598,NLHC LC-II-G10,Right,23
EEC599,NLHC LC-II-C7,Right,4
EEC599,NLHC LC-II-C8,Left,16
EEC599,NLHC LC-II-C9,Left,24
EEC599,NLHC LC-II-C10,Left,24
EEC599,NLHC LC-II-C11,Left,24
EEC599,NLHC LC-II-C12,Left,16
EED404,NLHC LC-II-G11,Left,12
EED404,NLHC LC-II-G11,Single,4
EED404,NLHC LC-II-G12,Left,10
EED405,NLHC LC-II-C11,Right,24
EED405,NLHC LC-II-C12,Left,11
EED405,NLHC LC-II-C13,Left,24
EED405,NLHC LC-II-C14,Left,24
EED405,LC-I-C1,Left,47
EED406,NLHC LC-II-G1,Left,48
EED406,NLHC LC-II-G1,Single,4
EED406,NLHC LC-II-G2,Left,48
EED406,NLHC LC-II-G2,Single,4
EED406,NLHC LC-II-G3,Left,26
EED505,NLHC LC-II-G5,Right,12
EED505,NLHC LC-II-G6,Right,3
EED514,NLHC LC-II-G3,Right,33
EEO301,NLHC LC-II-G15,Left,16
EEO301,NLHC LC-II-G15,Single,4
EEO301,NLHC LC-II-G16,Left,20
EEO302,NLHC LC-II-G8,Right,48
EEO302,NLHC LC-II-G9,Right,3
ESC103,Mech Dept Gallery 02,Left,6
ESC103,Mech Dept ED Hall Ext,Single,29
ESC104,LC-I-C2,Right,3
ESC104,LC-I-C3,Left,32
ESC204,NLHC LC-II-G4,Right,13
ESC204,NLHC LC-II-G5,Right,24
ESC205,NLHC LC-II-G12,Right,37
ESC206,NLHC LC-II-G11,Left,2
ESC206,NLHC LC-II-G11,Single,4
ESC206,NLHC LC-II-G12,Left,31
ESC207,NLHC LC-II-G11,Left,2
ESC207,NLHC LC-II-G11,Single,4
ESC207,NLHC LC-II-G12,Left,31
ESC253,NLHC LC-II-G11,Left,2
ESC253,NLHC LC-II-G11,Single,4
ESC253,NLHC LC-II-G12,Left,31
ESC254,PET2,Right,37
ESC311,Mech Dept Gallery 02,Left,16
ESC311,Mech Dept ED Hall Ext,Single,20
ESC312,LC-I-C4,Right,36
ESC357,PET1,Right,29
ESC357,PET2,Left,7
ESC358,NLHC LC-II-C9,Left,4
ESC358,NLHC LC-II-C10,Left,24
ESC358,NLHC LC-II-C11,Left,8
ESC402,NLHC LC-II-G4,Right,10
ESC402,NLHC LC-II-G5,Left,15
ESC402,NLHC LC-II-G5,Single,4
ESC402,NLHC LC-II-G6,Left,8
ESC507,NLHC LC-II-G14,Left,16
ESC507,NLHC LC-II-G14,Single,4
ESC507,NLHC LC-II-G15,Left,43
ESC508,LC-I-C2,Right,1
ESC508,LC-I-C3,Right,47
ESC509,NLHC LC-II-G14,Right,48
ESC509,NLHC LC-II-G15,Left,7
ESC510,PET2,Right,36
ESC510,PET3,Right,3
ESC511,NLHC LC-II-C5,Right,15
ESC511,NLHC LC-II-C6,Right,24
ESC512,NLHC LC-II-C5,Right,24
ESC512,NLHC LC-II-C6,Left,15
ESC595,NLHC LC-II-G13,Right,5
ESC595,NLHC LC-II-G14,Left,34
ESC596,NLHC LC-II-G16,Right,23
ESC596,NLHC LC-II-C1,Left,22
ESC596,NLHC LC-II-C2,Left,5
ESC598,NLHC LC-II-G15,Right,27
ESC598,NLHC LC-II-G16,Right,5
ESC599,NLHC LC-II-C4,Right,24
ESC599,NLHC LC-II-C5,Right,24
ESC599,NLHC LC-II-C6,Right,24
ESC599,NLHC LC-II-C7,Left,9
ESC599,NLHC LC-II-C8,Left,24
ESC599,NLHC LC-II-C9,Left,8
ESD402,NLHC LC-II-G3,Right,48
ESD402,NLHC LC-II-G4,Left,29
ESD402,NLHC LC-II-G4,Single,4
ESD402,NLHC LC-II-G5,Left,21
ESD403,NLHC LC-II-G1,Right,8
ESD404,NLHC LC-II-G1,Left,48
ESD404,NLHC LC-II-G1,Single,4
ESD404,NLHC LC-II-G2,Left,48
ESD404,NLHC LC-II-G2,Single,4
ESD404,NLHC LC-II-G3,Left,38
ESD405,PET1,Left,2
ESD406,NLHC LC-II-G4,Right,37
ESD501,NLHC LC-II-C5,Left,5
ESD501,NLHC LC-II-C6,Left,5
ESD503,NLHC LC-II-G9,Right,48
ESD503,NLHC LC-II-G10,Left,48
ESD503,NLHC LC-II-G10,Single,4
ESD503,NLHC LC-II-G11,Left,22
ESD505,PET1,Left,38
ESD509,Mech Dept Gallery 01,Right,9
ESD511,NLHC LC-II-C5,Right,13
ESE101,Mech Dept Gallery 01,Right,24
ESE101,Mech Dept Gallery 02,Left,42
ESE202,NLHC LC-II-G9,Right,35
ESE202,NLHC LC-II-G10,Left,12
ESO301,NLHC LC-II-G1,Right,48
ESO301,NLHC LC-II-G2,Right,24
ESO505,NLHC LC-II-G5,Right,32
ESV101,NLHC LC-II-G1,Left,48
ESV101,NLHC LC-II-G1,Single,4
ESV101,NLHC LC-II-G2,Left,48
ESV101,NLHC LC-II-G2,Single,4
ESV101,NLHC LC-II-G3,Left,48
ESV101,NLHC LC-II-G3,Single,4
ESV101,NLHC LC-II-G4,Left,48
ESV101,NLHC LC-II-G4,Single,4
ESV101,NLHC LC-II-G5,Left,48
ESV101,NLHC LC-II-G5,Single,4
ESV101,NLHC LC-II-G6,Left,48
ESV101,NLHC LC-II-G6,Single,4
ESV101,NLHC LC-II-G7,Left,48
ESV101,NLHC LC-II-G7,Single,4
ESV101,NLHC LC-II-G8,Left,48
ESV101,NLHC LC-II-G8,Single,4
ESV101,NLHC LC-II-G9,Left,48
ESV101,NLHC LC-II-G9,Single,4
ESV101,NLHC LC-II-G10,Left,48
ESV101,NLHC LC-II-G10,Single,4
ESV101,NLHC LC-II-G11,Left,34
FMC103,NLHC LC-II-G6,Left,19
FMC103,NLHC LC-II-G6,Single,4
FMC103,NLHC LC-II-G7,Left,17
FMC104,Mech Dept ED Hall Ext,Single,40
FMC204,NLHC LC-II-C8,Right,24
FMC204,NLHC LC-II-C9,Left,13
FMC205,NLHC LC-II-C9,Left,1
FMC205,NLHC LC-II-C10,Left,24
FMC205,NLHC LC-II-C11,Left,12
FMC206,LC-I-C1,Right,37
FMC207,NLHC LC-II-C7,Left,20
FMC207,NLHC LC-II-C8,Left,16
FMC253,NLHC LC-II-G14,Right,24
FMC253,NLHC LC-II-G15,Left,5
FMC253,NLHC LC-II-G15,Single,4
FMC253,NLHC LC-II-G16,Left,3
FMC254,NLHC LC-II-G7,Left,16
FMC254,NLHC LC-II-G7,Single,4
FMC254,NLHC LC-II-G8,Left,16
FMC303,LC-I-C3,Right,38
FMC304,LC-I-C5,Right,38
FMC305,LC-I-C3,Right,38
FMC352,NLHC LC-II-G4,Right,39
FMC402,LC-I-C1,Right,37
FMC507,PET1,Left,2
FMC507,PET1,Single,3
FMC507,PET2,Left,14
FMC508,Mech Dept Gallery 01,Right,15
FMC509,NLHC LC-II-G5,Right,14
FMC510,NLHC LC-II-C14,Right,10
FMC510,LC-I-C1,Right,4
FMC511,NLHC LC-II-G16,Right,12
FMC511,NLHC LC-II-C1,Left,2
FMC512,LC-I-C5,Right,3
FMC512,PET1,Left,14
FMC512,PET1,Single,3
FMC512,PET2,Left,8
FMC517,Mech Dept Gallery 01,Left,18
FMC518,NLHC LC-II-C3,Right,24
FMC519,NLHC LC-II-G5,Right,16
FMC520,NLHC LC-II-C14,Right,14
FMC521,NLHC LC-II-G16,Right,14
FMC525,PET1,Right,21
FMC526,PET3,Right,21
FMC527,LC-I-C2,Left,21
FMC528,NLHC LC-II-C13,Right,19
FMC529,NLHC LC-II-G16,Left,8
FMC529,NLHC LC-II-G16,Single,4
FMC529,NLHC LC-II-C1,Left,7
FMC530,NLHC LC-II-G8,Right,19
FMC595,LC-I-C5,Right,18
FMC595,PET1,Left,29
FMC596,PET1,Left,11
FMC596,PET1,Single,3
FMC596,PET2,Left,7
FMC598,NLHC LC-II-G16,Right,23
FMC599,Mech Dept Gallery 01,Right,42
FMD462,LC-I-C3,Right,42
FMD463,NLHC LC-II-G1,Right,48
FMD463,NLHC LC-II-G2,Right,48
FMD463,NLHC LC-II-G3,Left,10
FMD463,NLHC LC-II-G3,Single,4
FMD463,NLHC LC-II-G4,Left,19
FMD503,LC-I-C2,Left,3
FMD503,LC-I-C2,Single,2
FMD503,LC-I-C3,Left,14
FMD507,LC-I-C2,Left,21
FMD510,NLHC LC-II-G6,Right,17
FMD522,NLHC LC-II-G4,Left,11
FMD522,NLHC LC-II-G4,Single,4
FMD522,NLHC LC-II-G5,Left,48
FMD522,NLHC LC-II-G5,Single,4
FMD522,NLHC LC-II-G6,Left,12
FMD525,NLHC LC-II-G11,Right,28
FMD536,NLHC LC-II-G2,Right,47
FME102,NLHC LC-II-C8,Right,18
FME222,NLHC LC-II-G2,Right,24
FME222,NLHC LC-II-G3,Left,22
FME222,NLHC LC-II-G3,Single,4
FME222,NLHC LC-II-G4,Left,38
FMO431,NLHC LC-II-G3,Right,48
FMO431,NLHC LC-II-G4,Left,15
FMO431,NLHC LC-II-G4,Single,4
FMO431,NLHC LC-II-G5,Left,48
FMO431,NLHC LC-II-G5,Single,4
FMO431,NLHC LC-II-G6,Left,24
FMO544,NLHC LC-II-G12,Left,26
FMS391,NLHC LC-II-C8,Right,24
FMS391,NLHC LC-II-C9,Left,14
GLC103,NLHC LC-II-G4,Right,18
GLC104,PET3,Right,18
GLC205,NLHC LC-II-C7,Right,13
GLC206,Mech Dept ED Hall Ext,Single,13
GLC207,NLHC LC-II-G6,Right,13
GLC208,LC-I-C3,Left,31
GLC209,NLHC LC-II-C1,Right,14
GLC210,NLHC LC-II-G11,Right,14
GLC509,PET2,Right,15
GLC510,PET2,Left,13
GLC510,PET2,Single,1
GLC512,NLHC LC-II-G16,Right,8
GLC512,NLHC LC-II-C1,Left,2
GLC512,NLHC LC-II-C2,Left,24
GLC512,NLHC LC-II-C3,Left,24
GLC512,NLHC LC-II-C4,Left,24
GLC512,NLHC LC-II-C5,Left,14
GLC513,NLHC LC-II-G1,Right,2
GLC513,NLHC LC-II-G2,Left,5
GLC513,NLHC LC-II-G2,Single,4
GLC513,NLHC LC-II-G3,Left,8
GLC514,LC-I-C1,Right,14
GLC515,NLHC LC-II-G8,Right,16
GLC515,NLHC LC-II-G9,Right,48
GLC515,NLHC LC-II-G10,Right,28
GLC516,NLHC LC-II-G15,Right,25
GLC517,LC-I-C4,Left,6
GLC518,Mech Dept ED Hall Ext,Single,1
GLC519,NLHC LC-II-C1,Right,7
GLC520,NLHC LC-II-G11,Left,2
GLC520,NLHC LC-II-G11,Single,4
GLC520,NLHC LC-II-G12,Left,48
GLC520,NLHC LC-II-G12,Single,4
GLC520,NLHC LC-II-G13,Left,8
GLC521,NLHC LC-II-G16,Right,35
GLC521,NLHC LC-II-C1,Left,20
GLC521,NLHC LC-II-C2,Left,11
GLC522,PET1,Right,8
GLC522,PET2,Left,34
GLC522,PET2,Single,3
GLC522,PET3,Left,21
GLC523,NLHC LC-II-G1,Right,18
GLC523,NLHC LC-II-G2,Right,48
GLC523,NLHC LC-II-G3,Right,2
GLC524,Mech Dept Gallery 01,Left,14
GLC524,Mech Dept Gallery 02,Left,48
GLC524,Mech Dept ED Hall Ext,Single,4
GLC525,Mech Dept Gallery 02,Right,2
GLC525,Mech Dept ED Hall Ext,Single,64
GLC526,Mech Dept Gallery 01,Left,31
GLC526,Mech Dept Gallery 02,Left,48
GLC526,Mech Dept ED Hall Ext,Single,69
GLC527,NLHC LC-II-G12,Left,39
GLC527,NLHC LC-II-G12,Single,4
GLC527,NLHC LC-II-G13,Left,48
GLC527,NLHC LC-II-G13,Single,4
GLC527,NLHC LC-II-G14,Left,35
GLC528,LC-I-C1,Right,4
GLC529,NLHC LC-II-G3,Right,6
GLC529,NLHC LC-II-G4,Right,35
GLC533,Mech Dept Gallery 01,Right,37
GLC533,Mech Dept Gallery 02,Right,46
GLC534,NLHC LC-II-G1,Right,20
GLC534,NLHC LC-II-G2,Right,45
GLC596,LC-I-C4,Left,2
GLC598,NLHC LC-II-G15,Right,48
GLC598,NLHC LC-II-G16,Right,25
GLC599,NLHC LC-II-C11,Right,24
GLC599,NLHC LC-II-C12,Right,24
GLC599,NLHC LC-II-C13,Left,21
GLC599,NLHC LC-II-C14,Left,8
GLD502,NLHC LC-II-G6,Right,12
GLD502,NLHC LC-II-G7,Left,28
GLD507,NLHC LC-II-C14,Right,1
GLD508,PET2,Right,1
GLD509,PET2,Right,3
GLD510,LC-I-C1,Right,14
GLD511,NLHC LC-II-C14,Right,3
GLD528,NLHC LC-II-G16,Right,25
GLD530,NLHC LC-II-C9,Left,9
GLD530,NLHC LC-II-C10,Left,20
GLD531,NLHC LC-II-G14,Right,36
GLD531,NLHC LC-II-G15,Left,22
GLD540,PET3,Right,37
GLD544,NLHC LC-II-G3,Right,21
GLD551,NLHC LC-II-G13,Right,22
GLD551,NLHC LC-II-G14,Left,20
GLD551,NLHC LC-II-G14,Single,4
GLD551,NLHC LC-II-G15,Left,28
GLE202,LC-I-C1,Left,13
GLO501,NLHC LC-II-G4,Right,14
GLO542,NLHC LC-II-G10,Left,45
GLO542,NLHC LC-II-G10,Single,4
GLO542,NLHC LC-II-G11,Left,12
GLO545,NLHC LC-II-C5,Left,2
GLO545,NLHC LC-II-C6,Left,24
GLO545,NLHC LC-II-C7,Left,24
GLO545,NLHC LC-II-C8,Left,20
GLS211,NLHC LC-II-G7,Right,18
GLS535,Mech Dept Gallery 02,Left,13
GLS535,Mech Dept ED Hall Ext,Single,53
GPC103,NLHC LC-II-G4,Right,19
GPC104,PET3,Right,19
GPC205,Mech Dept Gallery 01,Right,6
GPC205,Mech Dept Gallery 02,Left,12
GPC206,NLHC LC-II-C11,Right,18
GPC207,NLHC LC-II-C5,Right,11
GPC207,NLHC LC-II-C6,Right,8
GPC208,NLHC LC-II-C11,Right,18
GPC507,PET3,Left,6
GPC507,PET3,Single,3
GPC507,Mech Dept Gallery 01,Left,17
GPC508,NLHC LC-II-G9,Right,46
GPC509,NLHC LC-II-G1,Left,48
GPC509,NLHC LC-II-G1,Single,4
GPC509,NLHC LC-II-G2,Left,44
GPC510,NLHC LC-II-C5,Left,11
GPC510,NLHC LC-II-C6,Left,23
GPC511,NLHC LC-II-C1,Right,11
GPC511,NLHC LC-II-C2,Left,19
GPC511,NLHC LC-II-C3,Left,4
GPC512,NLHC LC-II-G13,Right,34
GPC513,PET2,Right,17
GPC515,LC-I-C1,Right,17
GPC520,Mech Dept Gallery 01,Left,14
GPC520,Mech Dept Gallery 02,Left,48
GPC520,Mech Dept ED Hall Ext,Single,33
GPC521,LC-I-C1,Right,17
GPC521,LC-I-C2,Left,48
GPC521,LC-I-C2,Single,2
GPC521,LC-I-C3,Left,27
GPC522,NLHC LC-II-G6,Right,48
GPC522,NLHC LC-II-G7,Right,48
GPC523,NLHC LC-II-G1,Left,48
GPC523,NLHC LC-II-G1,Single,4
GPC523,NLHC LC-II-G2,Left,43
GPC524,NLHC LC-II-G11,Right,34
GPC524,NLHC LC-II-G12,Right,7
GPC525,NLHC LC-II-C9,Right,24
GPC525,NLHC LC-II-C10,Right,17
GPC526,NLHC LC-II-G11,Right,34
GPC526,NLHC LC-II-G12,Left,7
GPC538,LC-I-C4,Right,5
GPC539,NLHC LC-II-C10,Right,7
GPC544,PET3,Right,16
GPC544,Mech Dept Gallery 01,Left,25
GPC555,Mech Dept Gallery 02,Left,1
GPC595,NLHC LC-II-C6,Right,16
GPC595,NLHC LC-II-C7,Left,1
GPC596,NLHC LC-II-G14,Right,18
GPC598,PET3,Right,3
GPC598,Mech Dept Gallery 01,Left,31
GPC598,Mech Dept Gallery 02,Left,29
GPC599,NLHC LC-II-C7,Right,24
GPC599,NLHC LC-II-C8,Right,24
GPC599,NLHC LC-II-C9,Left,8
GPD502,NLHC LC-II-G6,Right,7
GPD505,NLHC LC-II-G1,Right,35
GPD508,NLHC LC-II-G11,Right,19
GPD509,NLHC LC-II-G6,Right,29
GPD510,NLHC LC-II-G4,Right,11
GPD510,NLHC LC-II-G5,Left,37
GPD511,NLHC LC-II-G11,Right,1
GPD512,PET2,Right,2
GPD521,NLHC LC-II-G10,Right,48
GPD521,NLHC LC-II-G11,Left,15
GPE102,NLHC LC-II-G12,Right,48
GPE102,NLHC LC-II-G13,Left,34
GPE102,NLHC LC-II-G13,Single,4
GPE102,NLHC LC-II-G14,Left,2
GPE201,NLHC LC-II-G11,Left,10
GPE201,NLHC LC-II-G11,Single,4
GPE201,NLHC LC-II-G12,Left,48
GPE201,NLHC LC-II-G12,Single,4
GPE201,NLHC LC-II-G13,Left,25
GPO503,NLHC LC-II-G2,Right,3
GPO503,NLHC LC-II-G3,Left,48
GPO503,NLHC LC-II-G3,Single,4
GPO503,NLHC LC-II-G4,Left,13
GPO510,NLHC LC-II-C14,Left,3
GPO510,LC-I-C1,Left,7
GPS501,NLHC LC-II-G3,Right,48
GPS501,NLHC LC-II-G4,Left,5
HSA101,NLHC LC-II-G1,Left,48
HSA101,NLHC LC-II-G1,Single,4
HSA101,NLHC LC-II-G2,Left,48
HSA101,NLHC LC-II-G2,Single,4
HSA101,NLHC LC-II-G3,Left,48
HSA101,NLHC LC-II-G3,Single,4
HSA101,NLHC LC-II-G4,Left,48
HSA101,NLHC LC-II-G4,Single,4
HSA101,NLHC LC-II-G5,Left,48
HSA101,NLHC LC-II-G5,Single,4
HSA101,NLHC LC-II-G6,Left,48
HSA101,NLHC LC-II-G6,Single,4
HSA101,NLHC LC-II-G7,Left,48
HSA101,NLHC LC-II-G7,Single,4
HSA101,NLHC LC-II-G8,Left,48
HSA101,NLHC LC-II-G8,Single,4
HSA101,NLHC LC-II-G9,Left,48
HSA101,NLHC LC-II-G9,Single,4
HSA101,NLHC LC-II-G10,Left,48
HSA101,NLHC LC-II-G10,Single,4
HSA101,NLHC LC-II-G11,Left,34
HSA102,NLHC LC-II-G1,Left,48
HSA102,NLHC LC-II-G1,Single,4
HSA102,NLHC LC-II-G2,Left,48
HSA102,NLHC LC-II-G2,Single,4
HSA102,NLHC LC-II-G3,Left,48
HSA102,NLHC LC-II-G3,Single,4
HSA102,NLHC LC-II-G4,Left,48
HSA102,NLHC LC-II-G4,Single,4
HSA102,NLHC LC-II-G5,Left,48
HSA102,NLHC LC-II-G5,Single,4
HSA102,NLHC LC-II-G6,Left,48
HSA102,NLHC LC-II-G6,Single,4
HSA102,NLHC LC-II-G7,Left,48
HSA102,NLHC LC-II-G7,Single,4
HSA102,NLHC LC-II-G8,Left,48
HSA102,NLHC LC-II-G8,Single,4
HSA102,NLHC LC-II-G9,Left,48
HSA102,NLHC LC-II-G9,Single,4
HSA102,NLHC LC-II-G10,Left,48
HSA102,NLHC LC-II-G10,Single,4
HSA102,NLHC LC-II-G11,Left,34
HSA103,NLHC LC-II-G1,Right,48
HSA103,NLHC LC-II-G2,Right,48
HSA103,NLHC LC-II-G3,Right,48
HSA103,NLHC LC-II-G4,Right,48
HSA103,NLHC LC-II-G5,Right,48
HSA103,NLHC LC-II-G6,Right,48
HSA103,NLHC LC-II-G7,Right,48
HSA103,NLHC LC-II-G8,Right,48
HSA103,NLHC LC-II-G9,Right,48
HSA103,NLHC LC-II-G10,Right,48
HSA103,NLHC LC-II-G11,Left,12
HSC507,PET3,Right,18
HSC508,LC-I-C5,Right,9
HSC508,PET1,Left,9
HSC509,PET3,Right,7
HSC509,Mech Dept Gallery 01,Left,29
HSC511,NLHC LC-II-G16,Right,14
HSC515,NLHC LC-II-G5,Left,20
HSC515,NLHC LC-II-G5,Single,2
HSC598,NLHC LC-II-G16,Right,6
HSC599,NLHC LC-II-C14,Left,17
HSC599,LC-I-C1,Left,48
HSC599,LC-I-C1,Single,2
HSC599,LC-I-C2,Left,28
HSD504,NLHC LC-II-G7,Right,41
HSD507,NLHC LC-II-G1,Right,9
HSD517,Mech Dept Gallery 01,Left,22
HSD521,NLHC LC-II-G6,Right,48
HSD521,NLHC LC-II-G6,Single,1
HSD521,NLHC LC-II-G7,Left,35
HSD527,PET1,Left,17
HSD528,NLHC LC-II-G12,Right,2
HSD539,NLHC LC-II-C5,Right,9
HSD549,NLHC LC-II-G3,Right,48
HSD549,NLHC LC-II-G4,Left,7
HSD563,NLHC LC-II-G12,Right,16
HSO307,NLHC LC-II-G4,Right,48
HSO307,NLHC LC-II-G5,Right,48
HSO307,NLHC LC-II-G6,Left,24
HSO307,NLHC LC-II-G6,Single,4
HSO307,NLHC LC-II-G7,Left,18
HSO514,NLHC LC-II-G7,Left,13
HSO514,NLHC LC-II-G7,Single,4
HSO514,NLHC LC-II-G8,Left,48
HSO514,NLHC LC-II-G8,Single,4
HSO514,NLHC LC-II-G9,Left,39
HSP002,NLHC LC-II-G11,Right,33
HSP002,NLHC LC-II-G12,Left,6
MCC103,Mech Dept Gallery 01,Right,48
MCC103,Mech Dept Gallery 02,Right,4
MCC104,PET2,Right,48
MCC104,PET3,Left,4
MCC205,NLHC LC-II-C9,Right,24
MCC205,NLHC LC-II-C10,Left,3
MCC205,NLHC LC-II-C11,Left,24
MCC205,NLHC LC-II-C12,Left,12
MCC401,PET2,Right,14
MCC401,PET3,Left,30
MCC401,PET3,Single,3
MCC401,Mech Dept Gallery 01,Left,11
MCC402,PET3,Right,48
MCC402,Mech Dept Gallery 01,Left,10
MCC500,NLHC LC-II-G12,Right,2
MCC507,NLHC LC-II-G11,Right,14
MCC508,NLHC LC-II-C2,Left,4
MCC508,NLHC LC-II-C3,Left,17
MCC509,NLHC LC-II-C1,Right,24
MCC509,NLHC LC-II-C2,Right,24
MCC509,NLHC LC-II-C3,Right,24
MCC509,NLHC LC-II-C4,Right,5
MCC510,NLHC LC-II-G1,Left,48
MCC510,NLHC LC-II-G1,Single,4
MCC510,NLHC LC-II-G2,Left,22
MCC511,NLHC LC-II-G4,Right,9
MCC511,NLHC LC-II-G5,Right,48
MCC511,NLHC LC-II-G6,Left,13
MCC511,NLHC LC-II-G6,Single,4
MCC511,NLHC LC-II-G7,Left,4
MCC512,NLHC LC-II-C8,Right,24
MCC512,NLHC LC-II-C9,Right,24
MCC512,NLHC LC-II-C10,Right,24
MCC512,NLHC LC-II-C11,Right,2
MCC513,LC-I-C4,Right,12
MCC513,LC-I-C5,Left,39
MCC513,LC-I-C5,Single,2
MCC513,PET1,Left,7
MCC520,NLHC LC-II-G11,Right,40
MCC520,NLHC LC-II-G12,Right,12
MCC521,NLHC LC-II-G13,Right,36
MCC521,NLHC LC-II-G14,Left,17
MCC522,LC-I-C4,Right,31
MCC522,LC-I-C5,Right,22
MCC523,PET2,Single,1
MCC523,PET3,Left,48
MCC523,PET3,Single,3
MCC523,Mech Dept Gallery 01,Left,1
MCC524,LC-I-C5,Right,48
MCC524,PET1,Left,4
MCC525,NLHC LC-II-C12,Right,24
MCC525,NLHC LC-II-C13,Left,24
MCC525,NLHC LC-II-C14,Left,4
MCC531,Mech Dept ED Hall Ext,Single,1
MCC535,NLHC LC-II-G12,Left,6
MCC535,NLHC LC-II-G12,Single,4
MCC535,NLHC LC-II-G13,Left,48
MCC535,NLHC LC-II-G13,Single,4
MCC535,NLHC LC-II-G14,Left,12
MCC536,LC-I-C2,Right,1
MCC595,PET3,Right,13
MCC596,PET2,Left,20
MCC598,NLHC LC-II-G11,Right,29
MCC598,NLHC LC-II-G12,Right,48
MCC598,NLHC LC-II-G13,Left,23
MCC598,NLHC LC-II-G13,Single,4
MCC598,NLHC LC-II-G14,Left,12
MCC599,LC-I-C4,Left,5
MCC599,LC-I-C4,Single,2
MCC599,LC-I-C5,Left,48
MCC599,LC-I-C5,Single,2
MCC599,PET1,Left,34
MCD502,NLHC LC-II-G15,Right,19
MCD502,NLHC LC-II-G16,Left,33
MCD503,NLHC LC-II-C3,Right,11
MCD506,NLHC LC-II-G3,Right,7
MCD508,LC-I-C4,Right,28
MCD508,LC-I-C5,Right,36
MCD510,NLHC LC-II-G1,Left,48
MCD510,NLHC LC-II-G1,Single,4
MCD510,NLHC LC-II-G2,Left,7
MCD511,NLHC LC-II-G4,Right,48
MCD511,NLHC LC-II-G5,Right,13
MCD512,Mech Dept Gallery 01,Right,11
MCD516,NLHC LC-II-G7,Right,30
MCD516,NLHC LC-II-G8,Left,18
MCD518,NLHC LC-II-G1,Right,48
MCD518,NLHC LC-II-G2,Left,14
MCD518,NLHC LC-II-G2,Single,4
MCD518,NLHC LC-II-G3,Left,4
MCD521,NLHC LC-II-G13,Left,1
MCD521,NLHC LC-II-G13,Single,4
MCD521,NLHC LC-II-G14,Left,2
MCD534,NLHC LC-II-G7,Right,1
MCD540,NLHC LC-II-G9,Right,2
MCD540,NLHC LC-II-G10,Left,40
MCD540,NLHC LC-II-G10,Single,4
MCD540,NLHC LC-II-G11,Left,21
MCE102,Mech Dept ED Hall Ext,Single,27
MCE301,NLHC LC-II-G10,Right,48
MCE301,NLHC LC-II-G11,Left,26
MCE301,NLHC LC-II-G11,Single,4
MCE301,NLHC LC-II-G12,Left,10
MCI102,NLHC LC-II-G1,Left,48
MCI102,NLHC LC-II-G1,Single,4
MCI102,NLHC LC-II-G2,Left,48
MCI102,NLHC LC-II-G2,Single,4
MCI102,NLHC LC-II-G3,Left,48
MCI102,NLHC LC-II-G3,Single,4
MCI102,NLHC LC-II-G4,Left,48
MCI102,NLHC LC-II-G4,Single,4
MCI102,NLHC LC-II-G5,Left,48
MCI102,NLHC LC-II-G5,Single,4
MCI102,NLHC LC-II-G6,Left,48
MCI102,NLHC LC-II-G6,Single,4
MCI102,NLHC LC-II-G7,Left,48
MCI102,NLHC LC-II-G7,Single,4
MCI102,NLHC LC-II-G8,Left,48
MCI102,NLHC LC-II-G8,Single,4
MCI102,NLHC LC-II-G9,Left,48
MCI102,NLHC LC-II-G9,Single,4
MCI102,NLHC LC-II-G10,Left,48
MCI102,NLHC LC-II-G10,Single,4
MCI102,NLHC LC-II-G11,Left,48
MCI102,NLHC LC-II-G11,Single,4
MCI102,NLHC LC-II-G12,Left,48
MCI102,NLHC LC-II-G12,Single,4
MCI102,NLHC LC-II-G13,Left,48
MCI102,NLHC LC-II-G13,Single,4
MCI102,NLHC LC-II-G14,Left,48
MCI102,NLHC LC-II-G14,Single,4
MCI102,NLHC LC-II-G15,Left,48
MCI102,NLHC LC-II-G15,Single,4
MCI102,NLHC LC-II-G16,Left,48
MCI102,NLHC LC-II-G16,Single,4
MCI102,NLHC LC-II-C1,Left,24
MCI102,NLHC LC-II-C2,Left,24
MCI102,NLHC LC-II-C3,Left,24
MCI102,NLHC LC-II-C4,Left,24
MCI102,NLHC LC-II-C5,Left,24
MCI102,NLHC LC-II-C6,Left,24
MCI102,NLHC LC-II-C7,Left,24
MCI102,NLHC LC-II-C8,Left,24
MCI102,NLHC LC-II-C9,Left,22
MCO501,NLHC LC-II-C9,Right,24
MCO501,NLHC LC-II-C10,Right,24
MCO501,NLHC LC-II-C11,Left,9
MCO501,NLHC LC-II-C12,Left,5
MCP002,NLHC LC-II-G11,Right,39
MEC103,PET2,Right,11
MEC103,PET3,Left,27
MEC103,PET3,Single,3
MEC103,Mech Dept Gallery 01,Left,48
MEC103,Mech Dept Gallery 02,Left,48
MEC103,Mech Dept ED Hall Ext,Single,28
MEC104,Mech Dept Gallery 01,Right,48
MEC104,Mech Dept Gallery 02,Right,48
MEC104,Mech Dept ED Hall Ext,Single,69
MEC206,NLHC LC-II-C5,Right,24
MEC206,NLHC LC-II-C6,Right,24
MEC206,NLHC LC-II-C7,Left,19
